metric,sphericity,W,chi2,dof,pval,note
task_completion_time_sec,False,0.8999866764987265,6.322519179462528,2,0.04237233569420413,OK
total_interactions,False,0.7995947665883891,13.419013284860581,2,0.0012192655101094065,OK
total_navigations,False,0.8111824763443292,12.555734911090896,2,0.0018773999671754158,OK
total_filters,False,0.821632553183031,11.787719967577889,2,0.00275631679847353,OK
total_resets,False,0.8305720375868741,11.138436820210048,2,0.0038134598297748508,OK
total_hovers,False,0.050115156020988504,179.6059080750528,2,9.978668676088863e-40,OK
total_scrolls,False,0.7365848293435959,18.343852241900247,2,0.00010391616174949973,OK
